contrast_threshold,octave_layers,ransac_threshold,lowe_ratio,edge_threshold,gaussian_blur,accuracy,true_positive_rate,false_positive_rate,false_negative_rate
0.02,8,1.0,0.75,15,1.3,0.40217390867202274,0.4302325531368308,0.13953488047593302,0.5697674352352624
0.02,8,1.0,0.75,15,1.6,0.43956043473010514,0.4651162736614387,0.11111110864197538,0.5348837147106545
0.02,8,1.0,0.75,20,1.0,0.44210525850415516,0.48837208734451065,0.1764705847750866,0.5116279010275826
0.02,8,1.0,0.75,20,1.3,0.4042553148483477,0.44186045997836676,0.17391303969754263,0.5581395283937264
0.02,8,1.0,0.75,20,1.6,0.4333333285185186,0.45348836681990273,0.09302325365062201,0.5465116215521905
0.02,8,1.0,0.8,10,1.0,0.4040403999591879,0.4651162736614387,0.24528301423994314,0.5348837147106545
0.02,8,1.0,0.8,10,1.3,0.41935483420048564,0.45348836681990273,0.1521739097353498,0.5465116215521905
0.02,8,1.0,0.8,10,1.6,0.45054944559835775,0.4767441805029747,0.10869564981096413,0.5232558078691185
0.02,8,1.0,0.8,15,1.0,0.43434342995612696,0.49999999418604657,0.23214285299744905,0.49999999418604657
0.02,8,1.0,0.8,15,1.3,0.45161289836975377,0.48837208734451065,0.14285713994169102,0.5116279010275826
0.02,8,1.0,0.8,15,1.6,0.44086021031333106,0.4767441805029747,0.14583333029513895,0.5232558078691185
0.02,8,1.0,0.8,20,1.0,0.4059405900401922,0.4767441805029747,0.2678571380739797,0.5232558078691185
0.02,8,1.0,0.8,20,1.3,0.45744680364418294,0.49999999418604657,0.1568627420222992,0.49999999418604657
0.02,8,1.0,0.8,20,1.6,0.4456521690689982,0.4767441805029747,0.12765957175192402,0.5232558078691185
0.02,8,2.0,0.7,10,1.0,0.36559139391837214,0.39534883261222287,0.1707317031528853,0.6046511557598703
0.02,8,2.0,0.7,10,1.3,0.370786512687792,0.3837209257706869,0.08333333101851859,0.6162790626014063
0.02,8,2.0,0.7,10,1.6,0.4333333285185186,0.45348836681990273,0.09302325365062201,0.5465116215521905
0.02,8,2.0,0.7,15,1.0,0.38541666265190977,0.4302325531368308,0.21276595291987335,0.5697674352352624
0.02,8,2.0,0.7,15,1.3,0.344444440617284,0.360465112087615,0.11428571102040827,0.6395348762844782
0.02,8,2.0,0.7,15,1.6,0.4111111065432099,0.4302325531368308,0.09756097323022017,0.5697674352352624
0.02,8,2.0,0.7,20,1.0,0.4105263114681441,0.45348836681990273,0.1874999960937501,0.5465116215521905
0.02,8,2.0,0.7,20,1.3,0.3977272682076447,0.40697673945375884,0.054054052593133714,0.5930232489183344
0.02,8,2.0,0.7,20,1.6,0.4065934021253472,0.4302325531368308,0.119047616213152,0.5697674352352624
0.02,8,2.0,0.75,10,1.0,0.42105262714681446,0.4651162736614387,0.18367346563931702,0.5348837147106545
0.02,8,2.0,0.75,10,1.3,0.36956521337429116,0.39534883261222287,0.1499999962500001,0.6046511557598703
0.02,8,2.0,0.75,10,1.6,0.45054944559835775,0.4767441805029747,0.10869564981096413,0.5232558078691185
0.02,8,2.0,0.75,15,1.0,0.42268040801360407,0.4767441805029747,0.21153845747041428,0.5232558078691185
0.02,8,2.0,0.75,15,1.3,0.38709677003121756,0.4186046462952948,0.16279069388858852,0.5813953420767983
0.02,8,2.0,0.75,15,1.6,0.44086021031333106,0.4767441805029747,0.14583333029513895,0.5232558078691185
0.02,8,2.0,0.75,20,1.0,0.45833332855902786,0.5116279010275826,0.18518518175583,0.48837208734451065
0.02,8,2.0,0.75,20,1.3,0.43010752225690835,0.4651162736614387,0.14893616704391135,0.5348837147106545
0.02,8,2.0,0.75,20,1.6,0.41935483420048564,0.45348836681990273,0.1521739097353498,0.5465116215521905
0.02,8,2.0,0.8,10,1.0,0.4387755057267806,0.49999999418604657,0.21818181421487612,0.49999999418604657
0.02,8,2.0,0.8,10,1.3,0.43617020812584884,0.4767441805029747,0.16326530279050402,0.5232558078691185
0.02,8,2.0,0.8,10,1.6,0.47826086436672977,0.5116279010275826,0.11999999760000006,0.48837208734451065
0.02,8,2.0,0.8,15,1.0,0.4646464599530661,0.5348837147106545,0.22033897931628849,0.4651162736614387
0.02,8,2.0,0.8,15,1.3,0.4374999954427084,0.48837208734451065,0.19230768860946754,0.5116279010275826
0.02,8,2.0,0.8,15,1.6,0.45744680364418294,0.49999999418604657,0.1568627420222992,0.49999999418604657
0.02,8,2.0,0.8,20,1.0,0.4699999953000001,0.5465116215521905,0.22950819295888208,0.45348836681990273
0.02,8,2.0,0.8,20,1.3,0.45263157418282557,0.49999999418604657,0.17307691974852077,0.49999999418604657
0.02,8,2.0,0.8,20,1.6,0.44210525850415516,0.48837208734451065,0.1764705847750866,0.5116279010275826
0.02,8,3.0,0.7,10,1.0,0.37634408197479485,0.40697673945375884,0.1666666626984128,0.5930232489183344
0.02,8,3.0,0.7,10,1.3,0.370786512687792,0.3837209257706869,0.08333333101851859,0.6162790626014063
0.02,8,3.0,0.7,10,1.6,0.4333333285185186,0.45348836681990273,0.09302325365062201,0.5465116215521905
0.02,8,3.0,0.7,15,1.0,0.38541666265190977,0.4302325531368308,0.21276595291987335,0.5697674352352624
0.02,8,3.0,0.7,15,1.3,0.344444440617284,0.360465112087615,0.11428571102040827,0.6395348762844782
0.02,8,3.0,0.7,15,1.6,0.4111111065432099,0.4302325531368308,0.09756097323022017,0.5697674352352624
0.02,8,3.0,0.7,20,1.0,0.4105263114681441,0.45348836681990273,0.1874999960937501,0.5465116215521905
0.02,8,3.0,0.7,20,1.3,0.3977272682076447,0.40697673945375884,0.054054052593133714,0.5930232489183344
0.02,8,3.0,0.7,20,1.6,0.4065934021253472,0.4302325531368308,0.119047616213152,0.5697674352352624
0.02,8,3.0,0.75,10,1.0,0.42105262714681446,0.4651162736614387,0.18367346563931702,0.5348837147106545
0.02,8,3.0,0.75,10,1.3,0.36956521337429116,0.39534883261222287,0.1499999962500001,0.6046511557598703
0.02,8,3.0,0.75,10,1.6,0.45054944559835775,0.4767441805029747,0.10869564981096413,0.5232558078691185
0.02,8,3.0,0.75,15,1.0,0.42268040801360407,0.4767441805029747,0.21153845747041428,0.5232558078691185
0.02,8,3.0,0.75,15,1.3,0.3978494580876403,0.4302325531368308,0.1590909054752067,0.5697674352352624
0.02,8,3.0,0.75,15,1.6,0.44086021031333106,0.4767441805029747,0.14583333029513895,0.5232558078691185
0.02,8,3.0,0.75,20,1.0,0.44329896450207257,0.49999999418604657,0.20370369993141296,0.49999999418604657
0.02,8,3.0,0.75,20,1.3,0.43010752225690835,0.4651162736614387,0.14893616704391135,0.5348837147106545
0.02,8,3.0,0.75,20,1.6,0.41935483420048564,0.45348836681990273,0.1521739097353498,0.5465116215521905
0.02,8,3.0,0.8,10,1.0,0.43434342995612696,0.49999999418604657,0.23214285299744905,0.49999999418604657
0.02,8,3.0,0.8,10,1.3,0.45161289836975377,0.48837208734451065,0.14285713994169102,0.5116279010275826
0.02,8,3.0,0.8,10,1.6,0.47826086436672977,0.5116279010275826,0.11999999760000006,0.48837208734451065
0.02,8,3.0,0.8,15,1.0,0.4499999955000001,0.5232558078691185,0.23728813157138762,0.4767441805029747
0.02,8,3.0,0.8,15,1.3,0.45263157418282557,0.49999999418604657,0.17307691974852077,0.49999999418604657
0.02,8,3.0,0.8,15,1.6,0.45744680364418294,0.49999999418604657,0.1568627420222992,0.49999999418604657
0.02,8,3.0,0.8,20,1.0,0.4554455400450937,0.5348837147106545,0.24590163531308795,0.4651162736614387
0.02,8,3.0,0.8,20,1.3,0.47872339916251705,0.5232558078691185,0.15094339337842655,0.4767441805029747
